structure,n,C,beta,alpha,draw_seed,method,tv_mean,tv_max,tv_mean_informative,tv_mean_uninformative,converged,iters,final_residual,ess_min,rhat_max,gibbs_kept,exact_method,wall_seconds
grid,16,3,2.5,0.5,201,lbp,0.06334159633679416,0.06651691347019399,0.06329622277040609,0.06347771703595839,1,40,3.0908472270496645e-07,,,,ve,0.0202
grid,16,3,2.5,0.5,201,gibbs,0.2040261488776574,0.20768722761913994,0.2029836208268649,0.20715373303003484,0,2000,,9.0,1.35615,2000,ve,8.4095
grid,16,3,4.0,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0116
grid,16,3,4.0,0.5,201,mf,0.06272523554301661,0.06286495563823746,0.06272829219919107,0.06271606557449319,1,6,,,,,ve,0.0037
grid,16,3,4.0,0.5,201,lbp,0.06268951176883676,0.0627200123825447,0.06268152295898621,0.06271347819838845,1,34,1.663351075764652e-07,,,,ve,0.017
grid,16,3,4.0,0.5,201,gibbs,0.4370908209215179,0.437285557925543,0.4370281827405959,0.43727873546428375,0,2000,,4.2,5.02114,2000,ve,7.3325
grid,16,3,0.0,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0085
grid,16,3,0.0,1.5,201,mf,2.349466107776088e-16,6.938893903907228e-16,2.1467203015212988e-16,2.957703526540456e-16,1,1,,,,,ve,0.0006
grid,16,3,0.0,1.5,201,lbp,2.3657291403633707e-16,7.216449660063518e-16,2.1886427855240717e-16,2.896988204881268e-16,1,3,0.0,,,,ve,0.0014
grid,16,3,0.0,1.5,201,gibbs,6.863325012484989e-15,1.6361911825413245e-14,6.007781078176677e-15,9.429956815409923e-15,1,2000,,7940.0,1.00006,2000,ve,8.4528
grid,16,3,0.1,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0092
grid,16,3,0.1,1.5,201,mf,0.000604782233905768,0.0014055918201311135,0.0005441592823936972,0.0007866510884419805,1,4,,,,,ve,0.0026
grid,16,3,0.1,1.5,201,lbp,7.511290652321414e-07,1.5809776951203336e-06,6.353455584989035e-07,1.0984795854318552e-06,1,17,1.9625541514134426e-07,,,,ve,0.0077
grid,16,3,0.1,1.5,201,gibbs,0.0002324203681477626,0.0004905708325753273,0.00019547852509539548,0.0003432458973048639,1,2000,,7786.0,1.00012,2000,ve,6.5903
grid,16,3,0.25,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0105
grid,16,3,0.25,1.5,201,mf,0.004107146378316319,0.009829568127526847,0.003499217930713771,0.005930931721123964,1,6,,,,,ve,0.003
grid,16,3,0.25,1.5,201,lbp,2.9959809820006384e-05,8.388283170934763e-05,2.3928732968551043e-05,4.8053040374372406e-05,1,20,2.9275797885919275e-07,,,,ve,0.0078
grid,16,3,0.25,1.5,201,gibbs,0.0007067187168356461,0.001808962282552784,0.0005735257519595255,0.001106297611464008,1,2000,,6978.9,1.00026,2000,ve,7.3164
grid,16,3,0.5,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0091
grid,16,3,0.5,1.5,201,mf,0.02165212018865676,0.047183815370895145,0.01688766941482404,0.03594547251015493,1,10,,,,,ve,0.0043
grid,16,3,0.5,1.5,201,lbp,0.0005980106016410115,0.001648338662145886,0.00042680169119817664,0.001111637332969516,1,26,3.6238997092041814e-07,,,,ve,0.0107
grid,16,3,0.5,1.5,201,gibbs,0.0020388874160219414,0.004033626887773534,0.0017636626804481091,0.0028645616227434374,1,2000,,6534.2,1.00049,2000,ve,6.4486
grid,16,3,0.75,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0125
grid,16,3,0.75,1.5,201,mf,0.05859389218795033,0.11181976942990793,0.046861278209864195,0.09379173412220873,1,14,,,,,ve,0.0058
grid,16,3,0.75,1.5,201,lbp,0.0037751525946230265,0.009246481306835586,0.002601142695550533,0.007297182291840507,1,34,4.3577877933964615e-07,,,,ve,0.0116
grid,16,3,0.75,1.5,201,gibbs,0.0018997355954082171,0.0042332046652287375,0.0020477024452686464,0.0014558350458269299,1,2000,,4586.4,1.00038,2000,ve,7.3353
grid,16,3,1.0,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0085
grid,16,3,1.0,1.5,201,mf,0.093347774261068,0.15801741287594218,0.0830397615463296,0.1242718124052832,1,18,,,,,ve,0.0073
grid,16,3,1.0,1.5,201,lbp,0.013593875419332246,0.02765693182659791,0.01001549740051771,0.024329009475775848,1,44,4.572842570715885e-07,,,,ve,0.0153
grid,16,3,1.0,1.5,201,gibbs,0.003903254523203211,0.007250231542155705,0.003996540733418319,0.003623395892557885,1,2000,,3384.6,1.00086,2000,ve,6.4071
grid,16,3,1.3,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0092
grid,16,3,1.3,1.5,201,mf,0.128140798079249,0.2587755052718869,0.1333106696792673,0.11263118327919411,1,28,,,,,ve,0.0115
grid,16,3,1.3,1.5,201,lbp,0.036217927383194834,0.06496591147855763,0.030307660731601543,0.05394872733797472,1,53,5.89540130158106e-07,,,,ve,0.0195
grid,16,3,1.3,1.5,201,gibbs,0.005825440772511162,0.011692065799639155,0.006175579442948037,0.004775024761200536,1,2000,,2334.9,0.99999,2000,ve,6.684
grid,16,3,1.75,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0112
grid,16,3,1.75,1.5,201,mf,0.16378647145334532,0.3369599783889109,0.18714744075541467,0.09370356354713724,1,12,,,,,ve,0.0055
grid,16,3,1.75,1.5,201,lbp,0.0802691628159436,0.12926238908015703,0.0789429956091479,0.08424766443633067,1,56,5.191703968954187e-07,,,,ve,0.02
grid,16,3,1.75,1.5,201,gibbs,0.03374562283242819,0.03975815947795162,0.03237259686754744,0.03786470072707044,1,2000,,1288.0,1.00093,2000,ve,6.5332
grid,16,3,2.5,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0093
grid,16,3,2.5,1.5,201,mf,0.11536116943891948,0.13424355138184904,0.11706740343572199,0.11024246744851196,1,8,,,,,ve,0.0045
grid,16,3,2.5,1.5,201,lbp,0.10895696465922566,0.11456589726025956,0.10873733993082979,0.10961583884441325,1,42,3.4606520349367287e-07,,,,ve,0.0168
grid,16,3,2.5,1.5,201,gibbs,0.10741795757349801,0.1102335919205446,0.10678439123256522,0.10931865659629633,1,2000,,3113.1,0.9998,2000,ve,7.2476
grid,16,3,4.0,1.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0083
grid,16,3,4.0,1.5,201,mf,0.11557801194287634,0.11567467436382416,0.1155710248245917,0.11559897329773033,1,6,,,,,ve,0.0025
grid,16,3,4.0,1.5,201,lbp,0.11553981826380398,0.11560248280405151,0.11552224500423154,0.11559253804252131,1,34,2.8939992746668253e-07,,,,ve,0.0122
grid,16,3,4.0,1.5,201,gibbs,0.3841749497450217,0.38440632160348254,0.3841007925866271,0.38439742122020565,0,2000,,4.2,5.29081,2000,ve,6.293
grid,16,3,0.0,0.5,202,exact,0.0,0.0,,,1,,,,,,ve,0.0092
grid,16,3,0.0,0.5,202,mf,2.1337098754514727e-16,6.938893903907228e-16,1.8995222061946038e-16,2.8362728832220796e-16,1,1,,,,,ve,0.0007
grid,16,3,0.0,0.5,202,lbp,2.233456475320139e-16,6.938893903907228e-16,2.0556473190325164e-16,2.7668839441830073e-16,1,3,0.0,,,,ve,0.0013
grid,16,3,0.0,0.5,202,gibbs,5.804926851704639e-15,1.529332216421153e-14,5.852378766787088e-15,5.6625711064572926e-15,1,2000,,7822.1,1.00066,2000,ve,7.3033
grid,16,3,0.1,0.5,202,exact,0.0,0.0,,,1,,,,,,ve,0.0098
grid,16,3,0.1,0.5,202,mf,0.0004797247145542547,0.0010106335533173333,0.0005386774379398558,0.0003028665443974513,1,4,,,,,ve,0.0018
grid,16,3,0.1,0.5,202,lbp,5.273845095045892e-07,1.6792325486375548e-06,5.887597033807946e-07,3.4325892787597304e-07,1,17,1.8196779177914735e-07,,,,ve,0.0065
grid,16,3,0.1,0.5,202,gibbs,0.0001921279943624542,0.0005102017711422907,0.00020120341584163823,0.00016490172992490205,1,2000,,7735.4,1.00083,2000,ve,6.226
grid,16,3,0.25,0.5,202,exact,0.0,0.0,,,1,,,,,,ve,0.0092
grid,16,3,0.25,0.5,202,mf,0.0030630553409865978,0.006228913730317497,0.0034306260510316585,0.001960343210851416,1,5,,,,,ve,0.0023
grid,16,3,0.25,0.5,202,lbp,1.7531283844818464e-05,5.238904844574732e-05,1.9925162174301975e-05,1.0349648856367933e-05,1,20,2.871821512262507e-07,,,,ve,0.0074
grid,16,3,0.25,0.5,202,gibbs,0.0006676665978570446,0.0014731655905395047,0.0006765886382509937,0.0006409004766751976,1,2000,,7662.6,1.00061,2000,ve,6.8523
grid,16,3,0.5,0.5,202,exact,0.0,0.0,,,1,,,,,,ve,0.0151
grid,16,3,0.5,0.5,202,mf,0.012782224621312031,0.025561701555786916,0.013611299692060532,0.010294999409066533,1,9,,,,,ve,0.0053
